Date,Sales
01/10/2018,1020
01/11/2018,1020
01/12/2018,1020
01/13/2018,1020
01/14/2018,1020
01/15/2018,1020
01/16/2018,1020
01/17/2018,1020
01/18/2018,1020
01/19/2018,1020
01/20/2018,1020
01/21/2018,1020
01/22/2018,1020
01/23/2018,1020
01/24/2018,1020
01/25/2018,1020
01/26/2018,1020
01/27/2018,1020
01/28/2018,1020
01/29/2018,1020
01/30/2018,1020
01/31/2018,1020
02/01/2018,970
02/02/2018,970
02/03/2018,970
02/04/2018,970
02/05/2018,970
02/06/2018,970
02/07/2018,970
02/08/2018,970
02/09/2018,970
02/10/2018,970
02/11/2018,970
02/12/2018,970
02/13/2018,970
02/14/2018,970
02/15/2018,970
02/16/2018,970
02/17/2018,970
02/18/2018,970
02/19/2018,970
02/20/2018,970
02/21/2018,970
02/22/2018,970
02/23/2018,970
02/24/2018,970
02/25/2018,970
02/26/2018,970
02/27/2018,970
02/28/2018,970
03/01/2018,1200
03/02/2018,1200
03/03/2018,1200
03/04/2018,1200
03/05/2018,1200
03/06/2018,1200
03/07/2018,1200
03/08/2018,1200
03/09/2018,1200
03/10/2018,1200
03/11/2018,1200
03/12/2018,1200
03/13/2018,1200
03/14/2018,1200
03/15/2018,1200
03/16/2018,1200
03/17/2018,1200
03/18/2018,1200
03/19/2018,1200
03/20/2018,1200
03/21/2018,1200
03/22/2018,1200
03/23/2018,1200
03/24/2018,1200
03/25/2018,1200
03/26/2018,1200
03/27/2018,1200
03/28/2018,1200
03/29/2018,1200
03/30/2018,1200
03/31/2018,1200
04/01/2018,1470
04/02/2018,1470
04/03/2018,1470
04/04/2018,1470
04/05/2018,1470
04/06/2018,1470
04/07/2018,1470
04/08/2018,1470
04/09/2018,1470
04/10/2018,1470
04/11/2018,1470
04/12/2018,1470
04/13/2018,1470
04/14/2018,1470
04/15/2018,1470
04/16/2018,1470
04/17/2018,1470
04/18/2018,1470
04/19/2018,1470
04/20/2018,1470
04/21/2018,1470
04/22/2018,1470
04/23/2018,1470
04/24/2018,1470
04/25/2018,1470
04/26/2018,1470
04/27/2018,1470
04/28/2018,1470
04/29/2018,1470
04/30/2018,1470
05/01/2018,1250
05/02/2018,1250
05/03/2018,1250
05/04/2018,1250
05/05/2018,1250
05/06/2018,1250
05/07/2018,1250
05/08/2018,1250
05/09/2018,1250
05/10/2018,1250
05/11/2018,1250
05/12/2018,1250
05/13/2018,1250
05/14/2018,1250
05/15/2018,1250
05/16/2018,1250
05/17/2018,1250
05/18/2018,1250
05/19/2018,1250
05/20/2018,1250
05/21/2018,1250
05/22/2018,1250
05/23/2018,1250
05/24/2018,1250
05/25/2018,1250
05/26/2018,1250
05/27/2018,1250
05/28/2018,1250
05/29/2018,1250
05/30/2018,1250
05/31/2018,1250
06/01/2018,970
06/02/2018,970
06/03/2018,970
06/04/2018,970
06/05/2018,970
06/06/2018,970
06/07/2018,970
06/08/2018,970
06/09/2018,970
06/10/2018,970
06/11/2018,970
06/12/2018,970
06/13/2018,970
06/14/2018,970
06/15/2018,970
06/16/2018,970
06/17/2018,970
06/18/2018,970
06/19/2018,970
06/20/2018,970
06/21/2018,970
06/22/2018,970
06/23/2018,970
06/24/2018,970
06/25/2018,970
06/26/2018,970
06/27/2018,970
06/28/2018,970
06/29/2018,970
06/30/2018,970
07/01/2018,985
07/02/2018,985
07/03/2018,985
07/04/2018,985
07/05/2018,985
07/06/2018,985
07/07/2018,985
07/08/2018,985
07/09/2018,985
07/10/2018,985
07/11/2018,985
07/12/2018,985
07/13/2018,985
07/14/2018,985
07/15/2018,985
07/16/2018,985
07/17/2018,985
07/18/2018,985
07/19/2018,985
07/20/2018,985
07/21/2018,985
07/22/2018,985
07/23/2018,985
07/24/2018,985
07/25/2018,985
07/26/2018,985
07/27/2018,985
07/28/2018,985
07/29/2018,985
07/30/2018,985
07/31/2018,985
08/01/2018,850
08/02/2018,850
08/03/2018,850
08/04/2018,850
08/05/2018,850
08/06/2018,850
08/07/2018,850
08/08/2018,850
08/09/2018,850
08/10/2018,850
08/11/2018,850
08/12/2018,850
08/13/2018,850
08/14/2018,850
08/15/2018,850
08/16/2018,850
08/17/2018,850
08/18/2018,850
08/19/2018,850
08/20/2018,850
08/21/2018,850
08/22/2018,850
08/23/2018,850
08/24/2018,850
08/25/2018,850
08/26/2018,850
08/27/2018,850
08/28/2018,850
08/29/2018,850
08/30/2018,850
08/31/2018,850
09/01/2018,820
09/02/2018,820
09/03/2018,820
09/04/2018,820
09/05/2018,820
09/06/2018,820
09/07/2018,820
09/08/2018,820
09/09/2018,820
09/10/2018,820
09/11/2018,820
09/12/2018,820
09/13/2018,820
09/14/2018,820
09/15/2018,820
09/16/2018,820
09/17/2018,820
09/18/2018,820
09/19/2018,820
09/20/2018,820
09/21/2018,820
09/22/2018,820
09/23/2018,820
09/24/2018,820
09/25/2018,820
09/26/2018,820
09/27/2018,820
09/28/2018,820
09/29/2018,820
09/30/2018,820
10/01/2018,970
10/02/2018,970
10/03/2018,970
10/04/2018,970
10/05/2018,970
10/06/2018,970
10/07/2018,970
10/08/2018,970
10/09/2018,970
10/10/2018,970
10/11/2018,970
10/12/2018,970
10/13/2018,970
10/14/2018,970
10/15/2018,970
10/16/2018,970
10/17/2018,970
10/18/2018,970
10/19/2018,970
10/20/2018,970
10/21/2018,970
10/22/2018,970
10/23/2018,970
10/24/2018,970
10/25/2018,970
10/26/2018,970
10/27/2018,970
10/28/2018,970
10/29/2018,970
10/30/2018,970
10/31/2018,970
11/01/2018,910
11/02/2018,910
11/03/2018,910
11/04/2018,910
11/05/2018,910
11/06/2018,910
11/07/2018,910
11/08/2018,910
11/09/2018,910
11/10/2018,910
11/11/2018,910
11/12/2018,910
11/13/2018,910
11/14/2018,910
11/15/2018,910
11/16/2018,910
11/17/2018,910
11/18/2018,910
11/19/2018,910
11/20/2018,910
11/21/2018,910
11/22/2018,910
11/23/2018,910
11/24/2018,910
11/25/2018,910
11/26/2018,910
11/27/2018,910
11/28/2018,910
11/29/2018,910
11/30/2018,910
12/01/2018,1020
12/02/2018,1020
12/03/2018,1020
12/04/2018,1020
12/05/2018,1020
12/06/2018,1020
12/07/2018,1020
12/08/2018,1020
12/09/2018,1020
12/10/2018,1020
12/11/2018,1020
12/12/2018,1020
12/13/2018,1020
12/14/2018,1020
12/15/2018,1020
12/16/2018,1020
12/17/2018,1020
12/18/2018,1020
12/19/2018,1020
12/20/2018,1020
12/21/2018,1020
12/22/2018,1020
12/23/2018,1020
12/24/2018,1020
12/25/2018,1020
12/26/2018,1020
12/27/2018,1020
12/28/2018,1020
12/29/2018,1020
12/30/2018,1020
12/31/2018,1020
01/01/2019,870
01/02/2019,870
01/03/2019,870
01/04/2019,870
01/05/2019,870
01/06/2019,870
01/07/2019,870
01/08/2019,870
01/09/2019,870
01/10/2019,870
01/11/2019,870
01/12/2019,870
01/13/2019,870
01/14/2019,870
01/15/2019,870
01/16/2019,870
01/17/2019,870
01/18/2019,870
01/19/2019,870
01/20/2019,870
01/21/2019,870
01/22/2019,870
01/23/2019,870
01/24/2019,870
01/25/2019,870
01/26/2019,870
01/27/2019,870
01/28/2019,870
01/29/2019,870
01/30/2019,870
01/31/2019,870
02/01/2019,1050
02/02/2019,1050
02/03/2019,1050
02/04/2019,1050
02/05/2019,1050
02/06/2019,1050
02/07/2019,1050
02/08/2019,1050
02/09/2019,1050
02/10/2019,1050
02/11/2019,1050
02/12/2019,1050
02/13/2019,1050
02/14/2019,1050
02/15/2019,1050
02/16/2019,1050
02/17/2019,1050
02/18/2019,1050
02/19/2019,1050
02/20/2019,1050
02/21/2019,1050
02/22/2019,1050
02/23/2019,1050
02/24/2019,1050
02/25/2019,1050
02/26/2019,1050
02/27/2019,1050
02/28/2019,1050
03/01/2019,1350
03/02/2019,1350
03/03/2019,1350
03/04/2019,1350
03/05/2019,1350
03/06/2019,1350
03/07/2019,1350
03/08/2019,1350
03/09/2019,1350
03/10/2019,1350
03/11/2019,1350
03/12/2019,1350
03/13/2019,1350
03/14/2019,1350
03/15/2019,1350
03/16/2019,1350
03/17/2019,1350
03/18/2019,1350
03/19/2019,1350
03/20/2019,1350
03/21/2019,1350
03/22/2019,1350
03/23/2019,1350
03/24/2019,1350
03/25/2019,1350
03/26/2019,1350
03/27/2019,1350
03/28/2019,1350
03/29/2019,1350
03/30/2019,1350
03/31/2019,1350
04/01/2019,1490
04/02/2019,1490
04/03/2019,1490
04/04/2019,1490
04/05/2019,1490
04/06/2019,1490
04/07/2019,1490
04/08/2019,1490
04/09/2019,1490
04/10/2019,1490
04/11/2019,1490
04/12/2019,1490
04/13/2019,1490
04/14/2019,1490
04/15/2019,1490
04/16/2019,1490
04/17/2019,1490
04/18/2019,1490
04/19/2019,1490
04/20/2019,1490
04/21/2019,1490
04/22/2019,1490
04/23/2019,1490
04/24/2019,1490
04/25/2019,1490
04/26/2019,1490
04/27/2019,1490
04/28/2019,1490
04/29/2019,1490
04/30/2019,1490
05/01/2019,970
05/02/2019,970
05/03/2019,970
05/04/2019,970
05/05/2019,970
05/06/2019,970
05/07/2019,970
05/08/2019,970
05/09/2019,970
05/10/2019,970
05/11/2019,970
05/12/2019,970
05/13/2019,970
05/14/2019,970
05/15/2019,970
05/16/2019,970
05/17/2019,970
05/18/2019,970
05/19/2019,970
05/20/2019,970
05/21/2019,970
05/22/2019,970
05/23/2019,970
05/24/2019,970
05/25/2019,970
05/26/2019,970
05/27/2019,970
05/28/2019,970
05/29/2019,970
05/30/2019,970
05/31/2019,970
06/01/2019,990
06/02/2019,990
06/03/2019,990
06/04/2019,990
06/05/2019,990
06/06/2019,990
06/07/2019,990
06/08/2019,990
06/09/2019,990
06/10/2019,990
06/11/2019,990
06/12/2019,990
06/13/2019,990
06/14/2019,990
06/15/2019,990
06/16/2019,990
06/17/2019,990
06/18/2019,990
06/19/2019,990
06/20/2019,990
06/21/2019,990
06/22/2019,990
06/23/2019,990
06/24/2019,990
06/25/2019,990
06/26/2019,990
06/27/2019,990
06/28/2019,990
06/29/2019,990
06/30/2019,990
07/01/2019,890
07/02/2019,890
07/03/2019,890
07/04/2019,890
07/05/2019,890
07/06/2019,890
07/07/2019,890
07/08/2019,890
07/09/2019,890
07/10/2019,890
07/11/2019,890
07/12/2019,890
07/13/2019,890
07/14/2019,890
07/15/2019,890
07/16/2019,890
07/17/2019,890
07/18/2019,890
07/19/2019,890
07/20/2019,890
07/21/2019,890
07/22/2019,890
07/23/2019,890
07/24/2019,890
07/25/2019,890
07/26/2019,890
07/27/2019,890
07/28/2019,890
07/29/2019,890
07/30/2019,890
07/31/2019,890
08/01/2019,970
08/02/2019,970
08/03/2019,970
08/04/2019,970
08/05/2019,970
08/06/2019,970
08/07/2019,970
08/08/2019,970
08/09/2019,970
08/10/2019,970
08/11/2019,970
08/12/2019,970
08/13/2019,970
08/14/2019,970
08/15/2019,970
08/16/2019,970
08/17/2019,970
08/18/2019,970
08/19/2019,970
08/20/2019,970
08/21/2019,970
08/22/2019,970
08/23/2019,970
08/24/2019,970
08/25/2019,970
08/26/2019,970
08/27/2019,970
08/28/2019,970
08/29/2019,970
08/30/2019,970
08/31/2019,970
09/01/2019,920
09/02/2019,920
09/03/2019,920
09/04/2019,920
09/05/2019,920
09/06/2019,920
09/07/2019,920
09/08/2019,920
09/09/2019,920
09/10/2019,920
09/11/2019,920
09/12/2019,920
09/13/2019,920
09/14/2019,920
09/15/2019,920
09/16/2019,920
09/17/2019,920
09/18/2019,920
09/19/2019,920
09/20/2019,920
09/21/2019,920
09/22/2019,920
09/23/2019,920
09/24/2019,920
09/25/2019,920
09/26/2019,920
09/27/2019,920
09/28/2019,920
09/29/2019,920
09/30/2019,920
10/01/2019,1010
10/02/2019,1010
10/03/2019,1010
10/04/2019,1010
10/05/2019,1010
10/06/2019,1010
10/07/2019,1010
10/08/2019,1010
10/09/2019,1010
10/10/2019,1010
10/11/2019,1010
10/12/2019,1010
10/13/2019,1010
10/14/2019,1010
10/15/2019,1010
10/16/2019,1010
10/17/2019,1010
10/18/2019,1010
10/19/2019,1010
10/20/2019,1010
10/21/2019,1010
10/22/2019,1010
10/23/2019,1010
10/24/2019,1010
10/25/2019,1010
10/26/2019,1010
10/27/2019,1010
10/28/2019,1010
10/29/2019,1010
10/30/2019,1010
10/31/2019,1010
11/01/2019,1120
11/02/2019,1120
11/03/2019,1120
11/04/2019,1120
11/05/2019,1120
11/06/2019,1120
11/07/2019,1120
11/08/2019,1120
11/09/2019,1120
11/10/2019,1120
11/11/2019,1120
11/12/2019,1120
11/13/2019,1120
11/14/2019,1120
11/15/2019,1120
11/16/2019,1120
11/17/2019,1120
11/18/2019,1120
11/19/2019,1120
11/20/2019,1120
11/21/2019,1120
11/22/2019,1120
11/23/2019,1120
11/24/2019,1120
11/25/2019,1120
11/26/2019,1120
11/27/2019,1120
11/28/2019,1120
11/29/2019,1120
11/30/2019,1120
12/01/2019,1185
12/02/2019,1185
12/03/2019,1185
12/04/2019,1185
12/05/2019,1185
12/06/2019,1185
12/07/2019,1185
12/08/2019,1185
12/09/2019,1185
12/10/2019,1185
12/11/2019,1185
12/12/2019,1185
12/13/2019,1185
12/14/2019,1185
12/15/2019,1185
12/16/2019,1185
12/17/2019,1185
12/18/2019,1185
12/19/2019,1185
12/20/2019,1185
12/21/2019,1185
12/22/2019,1185
12/23/2019,1185
12/24/2019,1185
12/25/2019,1185
12/26/2019,1185
12/27/2019,1185
12/28/2019,1185
12/29/2019,1185
12/30/2019,1185
12/31/2019,1185
01/01/2020,920
01/02/2020,920
01/03/2020,920
01/04/2020,920
01/05/2020,920
01/06/2020,920
01/07/2020,920
01/08/2020,920
01/09/2020,920
01/10/2020,920
01/11/2020,920
01/12/2020,920
01/13/2020,920
01/14/2020,920
01/15/2020,920
01/16/2020,920
01/17/2020,920
01/18/2020,920
01/19/2020,920
01/20/2020,920
01/21/2020,920
01/22/2020,920
01/23/2020,920
01/24/2020,920
01/25/2020,920
01/26/2020,920
01/27/2020,920
01/28/2020,920
01/29/2020,920
01/30/2020,920
01/31/2020,920
02/01/2020,1200
02/02/2020,1200
02/03/2020,1200
02/04/2020,1200
02/05/2020,1200
02/06/2020,1200
02/07/2020,1200
02/08/2020,1200
02/09/2020,1200
02/10/2020,1200
02/11/2020,1200
02/12/2020,1200
02/13/2020,1200
02/14/2020,1200
02/15/2020,1200
02/16/2020,1200
02/17/2020,1200
02/18/2020,1200
02/19/2020,1200
02/20/2020,1200
02/21/2020,1200
02/22/2020,1200
02/23/2020,1200
02/24/2020,1200
02/25/2020,1200
02/26/2020,1200
02/27/2020,1200
02/28/2020,1200
02/29/2020,1200
03/01/2020,610
03/02/2020,610
03/03/2020,610
03/04/2020,610
03/05/2020,610
03/06/2020,610
03/07/2020,610
03/08/2020,610
03/09/2020,610
03/10/2020,610
03/11/2020,610
03/12/2020,610
03/13/2020,610
03/14/2020,610
03/15/2020,610
03/16/2020,610
03/17/2020,610
03/18/2020,610
03/19/2020,610
03/20/2020,610
03/21/2020,610
03/22/2020,610
03/23/2020,610
03/24/2020,610
03/25/2020,610
03/26/2020,610
03/27/2020,610
03/28/2020,610
03/29/2020,610
03/30/2020,610
03/31/2020,610
04/01/2020,130
04/02/2020,130
04/03/2020,130
04/04/2020,130
04/05/2020,130
04/06/2020,130
04/07/2020,130
04/08/2020,130
04/09/2020,130
04/10/2020,130
04/11/2020,130
04/12/2020,130
04/13/2020,130
04/14/2020,130
04/15/2020,130
04/16/2020,130
04/17/2020,130
04/18/2020,130
04/19/2020,130
04/20/2020,130
04/21/2020,130
04/22/2020,130
04/23/2020,130
04/24/2020,130
04/25/2020,130
04/26/2020,130
04/27/2020,130
04/28/2020,130
04/29/2020,130
04/30/2020,130
05/01/2020,0
05/02/2020,0
05/03/2020,0
05/04/2020,0
05/05/2020,0
05/06/2020,0
05/07/2020,0
05/08/2020,0
05/09/2020,0
05/10/2020,0
05/11/2020,0
05/12/2020,0
05/13/2020,0
05/14/2020,0
05/15/2020,0
05/16/2020,0
05/17/2020,0
05/18/2020,0
05/19/2020,0
05/20/2020,0
05/21/2020,0
05/22/2020,0
05/23/2020,0
05/24/2020,0
05/25/2020,0
05/26/2020,0
05/27/2020,0
05/28/2020,0
05/29/2020,0
05/30/2020,0
05/31/2020,0
06/01/2020,0
06/02/2020,0
06/03/2020,0
06/04/2020,0
06/05/2020,0
06/06/2020,0
06/07/2020,0
06/08/2020,0
06/09/2020,0
06/10/2020,0
06/11/2020,0
06/12/2020,0
06/13/2020,0
06/14/2020,0
06/15/2020,0
06/16/2020,0
06/17/2020,0
06/18/2020,0
06/19/2020,0
06/20/2020,0
06/21/2020,0
06/22/2020,0
06/23/2020,0
06/24/2020,0
06/25/2020,0
06/26/2020,0
06/27/2020,0
06/28/2020,0
06/29/2020,0
06/30/2020,0
07/01/2020,410
07/02/2020,410
07/03/2020,410
07/04/2020,410
07/05/2020,410
07/06/2020,410
07/07/2020,410
07/08/2020,410
07/09/2020,410
07/10/2020,410
07/11/2020,410
07/12/2020,410
07/13/2020,410
07/14/2020,410
07/15/2020,410
07/16/2020,410
07/17/2020,410
07/18/2020,410
07/19/2020,410
07/20/2020,410
07/21/2020,410
07/22/2020,410
07/23/2020,410
07/24/2020,410
07/25/2020,410
07/26/2020,410
07/27/2020,410
07/28/2020,410
07/29/2020,410
07/30/2020,410
07/31/2020,410
08/01/2020,610
08/02/2020,610
08/03/2020,610
08/04/2020,610
08/05/2020,610
08/06/2020,610
08/07/2020,610
08/08/2020,610
08/09/2020,610
08/10/2020,610
08/11/2020,610
08/12/2020,610
08/13/2020,610
08/14/2020,610
08/15/2020,610
08/16/2020,610
08/17/2020,610
08/18/2020,610
08/19/2020,610
08/20/2020,610
08/21/2020,610
08/22/2020,610
08/23/2020,610
08/24/2020,610
08/25/2020,610
08/26/2020,610
08/27/2020,610
08/28/2020,610
08/29/2020,610
08/30/2020,610
08/31/2020,610
09/01/2020,715
09/02/2020,715
09/03/2020,715
09/04/2020,715
09/05/2020,715
09/06/2020,715
09/07/2020,715
09/08/2020,715
09/09/2020,715
09/10/2020,715
09/11/2020,715
09/12/2020,715
09/13/2020,715
09/14/2020,715
09/15/2020,715
09/16/2020,715
09/17/2020,715
09/18/2020,715
09/19/2020,715
09/20/2020,715
09/21/2020,715
09/22/2020,715
09/23/2020,715
09/24/2020,715
09/25/2020,715
09/26/2020,715
09/27/2020,715
09/28/2020,715
09/29/2020,715
09/30/2020,715
10/01/2020,850
10/02/2020,850
10/03/2020,850
10/04/2020,850
10/05/2020,850
10/06/2020,850
10/07/2020,850
10/08/2020,850
10/09/2020,850
10/10/2020,850
10/11/2020,850
10/12/2020,850
10/13/2020,850
10/14/2020,850
10/15/2020,850
10/16/2020,850
10/17/2020,850
10/18/2020,850
10/19/2020,850
10/20/2020,850
10/21/2020,850
10/22/2020,850
10/23/2020,850
10/24/2020,850
10/25/2020,850
10/26/2020,850
10/27/2020,850
10/28/2020,850
10/29/2020,850
10/30/2020,850
10/31/2020,850
11/01/2020,1050
11/02/2020,1050
11/03/2020,1050
11/04/2020,1050
11/05/2020,1050
11/06/2020,1050
11/07/2020,1050
11/08/2020,1050
11/09/2020,1050
11/10/2020,1050
11/11/2020,1050
11/12/2020,1050
11/13/2020,1050
11/14/2020,1050
11/15/2020,1050
11/16/2020,1050
11/17/2020,1050
11/18/2020,1050
11/19/2020,1050
11/20/2020,1050
11/21/2020,1050
11/22/2020,1050
11/23/2020,1050
11/24/2020,1050
11/25/2020,1050
11/26/2020,1050
11/27/2020,1050
11/28/2020,1050
11/29/2020,1050
11/30/2020,1050
12/01/2020,1185
12/02/2020,1185
12/03/2020,1185
12/04/2020,1185
12/05/2020,1185
12/06/2020,1185
12/07/2020,1185
12/08/2020,1185
12/09/2020,1185
12/10/2020,1185
12/11/2020,1185
12/12/2020,1185
12/13/2020,1185
12/14/2020,1185
12/15/2020,1185
12/16/2020,1185
12/17/2020,1185
12/18/2020,1185
12/19/2020,1185
12/20/2020,1185
12/21/2020,1185
12/22/2020,1185
12/23/2020,1185
12/24/2020,1185
12/25/2020,1185
12/26/2020,1185
12/27/2020,1185
12/28/2020,1185
12/29/2020,1185
12/30/2020,1185
12/31/2020,1185
